id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35797,Villa Dante,153786,Dici,,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,3663,1,0,,,1,363,0,
898633,City SkyLine View from 1 Bedroom Apt in CDMX,4796027,Marco,,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,1652,3,56,2024-04-17,0.41,3,262,3,
44616,CONDESA HAUS  B&B,196253,Fernando,,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,18000,1,64,2023-03-26,0.42,13,364,0,
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,814,2,161,2024-05-21,1.19,1,236,6,
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,,Cuauhtémoc,19.41152,-99.16857,Entire home/apt,1923,2,49,2024-05-05,0.32,2,361,4,
939721,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,1636,3,526,2024-06-04,3.85,3,276,22,
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,,Coyoacán,19.35448,-99.16217,Entire home/apt,1191,5,124,2024-06-04,0.82,3,204,8,
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41434,-99.15857,Entire home/apt,1374,2,474,2024-06-10,3.50,1,345,36,
107078,NEW  DESIGNER LOFT,540705,Andrea,,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3444,1,11,2023-08-16,0.11,3,309,1,
131610,MARIA DEL ALMA,647454,Fernando,,Coyoacán,19.35416,-99.16488,Private room,,1,0,,,3,0,0,
1001517,Colonial House Downtown Coyoacan,5507751,Arlette And Fernando,,Coyoacán,19.3461,-99.15911,Entire home/apt,2337,2,80,2024-05-28,0.60,3,43,10,
165772,BEST 5 Bedroom HOUSE IN S. Miguel Chapultepec,790208,Francisco Carlos,,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,3480,2,351,2024-06-06,2.23,7,218,40,
171109,Cool room near WTC and Metrobus,816295,Carlos,,Benito Juárez,19.39675,-99.17581,Private room,315,4,107,2024-05-23,0.85,2,331,12,
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34406,-99.19413,Entire home/apt,6869,7,24,2023-12-26,0.18,1,308,3,
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,366,2,66,2024-05-31,0.51,2,232,14,
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,1575,3,51,2024-03-18,0.34,1,331,6,
187030,Spacious apt with the best rooftop in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,,4,104,2023-09-08,0.67,6,0,3,
187745,Extraordinarily Spacious Apt. in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,,14,24,2018-01-03,0.19,6,0,0,
1051636,Chilango chic: room historic Condesa DF,22366411,Citlalli,,Cuauhtémoc,19.40592,-99.1691,Private room,898,2,30,2023-11-02,0.22,1,364,2,
194937,Sunny & Fresh Apt. with best rooftop in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,11000,1,76,2024-03-31,0.50,6,79,7,
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35445,-99.16251,Private room,1200,2,152,2023-02-17,1.18,5,319,0,
198778,Smack in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41554,-99.17927,Entire home/apt,800,2,199,2024-06-01,1.28,2,265,22,
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30523,-99.18356,Private room,,1,46,2024-04-23,0.39,1,362,6,
204887,"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,780,3,29,2023-11-30,0.20,1,360,2,
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35164,-99.15289,Entire home/apt,4488,10,6,2017-12-30,0.05,3,173,0,
245507,"Best location in town, Reforma Ave area.",1288063,Francisco,,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,1222,1,372,2024-06-12,2.41,2,360,31,
1167552,"Big private room with studio, Roma Mexico City.",6393641,José,,Cuauhtémoc,19.41317,-99.15735,Private room,650,2,150,2024-03-27,1.11,1,58,12,
246057,Hip apartment/The best location/Zona Rosa,1288063,Francisco,,Cuauhtémoc,19.42335,-99.16963,Entire home/apt,1055,1,284,2024-05-26,1.84,2,361,31,
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39129,-99.1888,Private room,385,3,17,2019-04-28,0.14,2,0,0,
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Entire home/apt,641,3,130,2024-06-16,0.85,6,279,28,
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,120,48,2018-11-24,0.36,6,331,0,
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41472,-99.15602,Private room,344,4,21,2024-02-28,0.14,4,357,1,
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Francisco Carlos,,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3041,2,321,2024-03-29,2.10,7,218,2,
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.355,-99.16181,Private room,,5,20,2022-04-04,0.15,3,0,0,
261897,Charming 1 bedroom loft w/ balcony in Roma/condesa,1373924,Eric,,Cuauhtémoc,19.41877,-99.17199,Entire home/apt,1117,5,354,2023-03-25,2.33,1,178,0,
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,2543,10,21,2022-01-03,0.19,1,70,0,
271048,Great location in Mexico City!,1417206,Ma. Carmen,,Miguel Hidalgo,19.42485,-99.17797,Entire home/apt,800,5,13,2018-02-01,0.09,1,178,0,
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38061,-99.12729,Entire home/apt,,7,0,,,1,0,0,
1236668,Contemporary apt. in historic spot,5525131,Yolanda,,Cuauhtémoc,19.4336,-99.13224,Entire home/apt,1007,3,17,2024-06-05,0.13,1,353,7,
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Fernando,,Cuauhtémoc,19.41108,-99.17634,Hotel room,,1,7,2019-10-05,0.06,13,330,0,
1283294,Beguest Reforma | King SZ | Gym,5755202,Andres,,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,1698,3,165,2024-05-27,1.29,35,86,17,
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41236,-99.17533,Entire home/apt,641,1,420,2024-05-14,3.20,12,361,27,
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,989,6,32,2024-03-07,0.34,1,92,5,
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36305,-99.15412,Private room,,2,0,,,1,0,0,
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3114,1,159,2024-05-27,1.57,3,304,41,
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34356,-99.1286,Private room,450,2,1,2018-08-10,0.01,5,229,0,
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43358,-99.14452,Entire home/apt,,3,119,2019-11-03,0.80,1,0,0,
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Benito Juárez,19.39165,-99.18885,Private room,385,3,26,2018-11-12,0.20,2,0,0,
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41368,-99.17907,Entire home/apt,816,2,200,2024-06-03,1.34,2,313,12,
1378164,Prívate apartment next to public transport,2492211,Daniel,,Benito Juárez,19.39829,-99.13817,Entire home/apt,800,20,36,2022-04-02,0.51,1,78,0,
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40288,-99.17884,Private room,559,2,2,2023-11-20,0.04,1,365,1,
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,Cuauhtémoc,19.43319,-99.14665,Private room,,4,106,2020-09-19,0.84,1,0,0,
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,547,2,223,2024-05-18,1.62,2,275,19,
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44324,-99.14649,Entire home/apt,2564,1,161,2024-02-26,1.24,5,279,1,
326475,CHIC| Best location: Roma Norte| Private bathroom,1670032,Maria Isabel,,Cuauhtémoc,19.41444,-99.15734,Private room,609,1,149,2024-05-01,1.33,2,87,26,
1404363,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.38015,-99.17402,Entire home/apt,800,4,129,2024-06-08,0.98,2,316,2,
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.2751,-99.17757,Private room,,3,17,2022-10-30,0.20,5,0,0,
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,1228,3,345,2024-05-30,2.61,4,142,22,
331030,"Rento Recámara, Baño privado, Coyoacán Conchita",1688597,Emma,,Coyoacán,19.34549,-99.15872,Private room,1300,2,0,,,2,363,0,
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40639,-99.16686,Private room,,5,0,,,1,0,0,
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,1410,4,106,2024-04-06,0.83,2,363,5,
362583,Spacious Modern Apt. with Parking Near Reforma Ave,1832239,Maria  & Jennifer,,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,1465,3,44,2024-04-28,0.32,1,320,10,
1441434,"Gym, Pool, Mall, Garden View Roma, Zona Rosa",7740056,Mireya Cristina,,Cuauhtémoc,19.427968978881836,-99.16129302978516,Entire home/apt,2014,2,222,2024-02-25,1.67,2,232,5,
375032,Hermosa Casa en Condesa - 6 Habitaciones,1886913,Distrito Condesa,,Cuauhtémoc,19.4075,-99.17561,Private room,12714,1,53,2023-06-11,0.36,10,364,0,
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1036,3,109,2024-05-30,0.83,10,163,15,
1467394,Habitación en Centro de Coyoacán,7859933,Eduardo,,Coyoacán,19.35407,-99.15812,Private room,622,1,0,,,1,269,0,
386265,"Room colonial, green, Coyoacán (Women only)",1933252,Esther,,Coyoacán,19.3424,-99.15419,Private room,293,4,21,2024-02-03,0.17,1,177,4,
395446,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,12000,1,33,2024-04-28,0.23,6,89,10,
1476127,Habitación FRIDA design - terraza compartida,7900007,Leti,,Benito Juárez,19.38021,-99.16878,Private room,850,1,263,2024-06-20,2.00,2,348,54,
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,,Cuauhtémoc,19.41017,-99.17886,Private room,604,3,49,2019-11-04,0.56,1,88,0,
1483498,Best spot in Condesa 2 Bdr 1.5 bathrooms,7936694,Luz,,Cuauhtémoc,19.41301,-99.17819,Entire home/apt,1081,3,244,2023-10-02,1.86,2,66,2,
454693,Condesa: Ideal for Tourism and Remote Work,1601561,Sylvia Eugenia,,Cuauhtémoc,19.40835638269101,-99.17329884322169,Entire home/apt,1535,1,269,2024-06-02,1.85,1,244,12,
1483664,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,,Iztapalapa,19.35796,-99.12219,Private room,,30,3,2018-10-29,0.04,2,0,0,
1535383,I Love Santa Maria,8187999,Diego,,Cuauhtémoc,19.4492288,-99.1627377,Entire home/apt,1120,2,1,2023-06-25,0.08,2,89,0,
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33036,-99.21737,Private room,443,3,2,2015-07-08,0.02,3,87,0,
1547284,SUPER CLEAN great sunny apartment in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37845,-99.17221,Entire home/apt,800,1,63,2024-05-16,0.48,2,291,8,
458808,Departamento  Roma Norte- Sanitizado,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,971,1,121,2024-06-16,1.15,42,360,35,
486913,Spacious 60´s / San Rafael-Reforma check in 24hrs,2409917,Darío,,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,1011,1,35,2023-07-06,0.24,3,178,1,
1555819,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,Cuauhtémoc,19.41709,-99.16603,Entire home/apt,1260,3,350,2024-06-02,2.66,3,135,27,
491412,Luxury Room for rent in Santa Fe area México City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,1143,7,0,,,3,88,0,
1565220,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,Martha Laura,,Álvaro Obregón,19.34735,-99.19016,Hotel room,,1,28,2024-01-02,0.22,7,365,3,
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.43621,-99.13874,Entire home/apt,4226,3,25,2023-02-25,0.17,6,62,0,
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.41501,-99.16565,Entire home/apt,1260,3,342,2024-05-28,2.62,3,134,27,
499676,"Fabulous 3BR penthouse, Views, Historic Center",1297488,Petra,,Cuauhtémoc,19.43651,-99.13905,Entire home/apt,6335,3,2,2014-12-14,0.01,6,256,0,
1635595,Stylish loft in the heart of Mexico City (B2),8686853,Marina,,Cuauhtémoc,19.43149,-99.165543,Entire home/apt,1246,1,66,2024-03-19,2.15,3,354,23,
501037,The best cheap flat in La Condesa!!,1364145,Humberto,,Cuauhtémoc,19.41578,-99.17425,Entire home/apt,1150,4,120,2024-06-22,0.83,2,327,14,
1656382,Habitación individual c baño propio,796221,Karla,,Cuauhtémoc,19.41095,-99.18215,Private room,,1,0,,,1,0,0,
517503,Nice big room near airport,2547499,Irma Adriana,,Venustiano Carranza,19.43784,-99.07903,Private room,550,1,233,2024-06-10,3.07,2,364,12,
1676923,Two Floor apartment in Porfirian Town House,18979393,Eva,,Cuauhtémoc,19.41919,-99.15894,Entire home/apt,1887,1,362,2024-06-25,2.83,1,316,49,
527473,"Ubicación espectacular, en una calle cerrada",158585,Fernando,,Cuauhtémoc,19.41887,-99.17333,Entire home/apt,2572,2,336,2024-05-31,2.33,1,229,36,
544105,Polanco great location! Priv Room in Shared Apart,2674950,Elizabeth,,Miguel Hidalgo,19.44289207458496,-99.20138549804688,Private room,950,2,63,2024-04-30,0.74,1,16,10,
1727725,"Descansa en la suite del geógrafo, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34923,-99.19307,Private room,1900,1,36,2024-03-02,0.28,7,365,2,
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.45595,-99.15944,Private room,300,7,28,2023-11-03,0.26,1,363,1,
1736063,"Cómodo Estudio del Botánico, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34723,-99.19396,Hotel room,,1,57,2024-05-28,0.45,7,365,10,
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Fernando,,Cuauhtémoc,19.41346,-99.1775,Hotel room,2808,1,1,2019-02-08,0.02,13,163,0,
1768385,Heart of the City: Cozy Apartment with Pool & Gym,1004821,Angela,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,896,2,389,2024-06-20,3.06,9,138,48,
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,,Cuauhtémoc,19.41269,-99.15512,Private room,600,5,16,2022-11-07,0.12,4,176,0,
1798108,Near park Mexico. Brilliant and renovated flat!,1595855,Luis Yahir,,Cuauhtémoc,19.41638,-99.16868,Entire home/apt,1105,1,9,2024-02-19,0.07,1,299,1,
583039,"historic center, balcony overlooking the city 12D",2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1527,2,102,2024-06-23,0.72,14,216,17,
1826212,nice apartment in colonia del Valle,9556116,Raquel,,Benito Juárez,19.38089,-99.17245,Entire home/apt,1000,5,95,2023-05-23,0.74,1,310,0,
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48321,-99.11241,Private room,366,3,6,2016-06-01,0.05,1,87,0,
1850394,xo   PH with roof garden and AC,9664207,Francisco,,Cuauhtémoc,19.43122,-99.15562,Entire home/apt,1881,2,317,2023-11-05,2.48,14,284,12,
609012,Beautiful appartement on Reforma,2944126,Dacio,,Cuauhtémoc,19.43221,-99.15708,Entire home/apt,1374,4,22,2020-03-30,0.15,1,240,0,
1869809,Luminoso departamento muy bien ubicado y tranquilo,8793173,Mercedes,,Benito Juárez,19.36823,-99.18607,Entire home/apt,950,15,3,2022-04-30,0.08,1,299,0,
609594,House in Xochimilco,2223274,Luis,,Xochimilco,19.26541,-99.11365,Entire home/apt,824,21,14,2024-03-01,0.12,1,355,2,
1877286,Beguest Juarez | Mr b&b Partner | King Size | Gym,5755202,Andres,,Cuauhtémoc,19.42804,-99.16463,Entire home/apt,1649,2,115,2024-06-09,0.91,35,86,9,
610914,"Stylish 2BR penthouse, views, in Historic Center",1297488,Petra,,Cuauhtémoc,19.43427,-99.13832,Entire home/apt,5338,3,1,2015-10-12,0.01,6,256,0,
611179,"Spectacular 1BR Penthouse, Views, Historic Center",1297488,Petra,,Cuauhtémoc,19.43542,-99.13802,Entire home/apt,4070,3,1,2016-10-17,0.01,6,254,0,
1919273,"Bonito, roma norte, ubicadísimo",9949877,Dalia,,Cuauhtémoc,19.42048,-99.16697,Private room,450,2,87,2023-05-20,0.70,2,138,0,
611337,"Magnificent 2-BR apartment, views",1297488,Petra,,Cuauhtémoc,19.43423,-99.13718,Entire home/apt,6385,3,4,2016-12-24,0.04,6,254,0,
1919310,"Great location, nice apartment",9949877,Dalia,,Cuauhtémoc,19.42242,-99.16823,Private room,350,2,145,2023-10-08,1.13,2,323,2,
1919438,Beautiful renovated 1920's Brownstone in Juárez,3494399,Rodrigo,,Cuauhtémoc,19.42048,-99.15678,Entire home/apt,1557,4,283,2024-06-10,2.20,1,245,37,
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1005,3,224,2024-06-21,1.55,1,318,32,
1920070,Mountain Oasis surrender by trees,9953466,Gabriela,,Tlalpan,19.24444,-99.17044,Private room,,1,3,2019-10-27,0.04,1,0,0,
1925256,"Cómodo Estudio del Arqueólogo, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34943,-99.19427,Private room,1500,1,48,2024-02-24,0.39,7,365,7,
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44614,-99.15868,Shared room,,1,0,,,1,0,0,
1945351,"Private room. Near COLMEX, UPN, FLACSO",340030,Griselda,,Tlalpan,19.28356,-99.21837,Private room,513,3,2,2018-01-26,0.03,3,332,0,
640803,"Juan O'Gorman House - Studio,",3200155,Paulina,,Álvaro Obregón,19.35106,-99.19789,Entire home/apt,6008,4,22,2017-05-19,0.15,2,362,0,
1988412,Sunny appartment in Narvarte neighborhood,10128524,Jochi,,Benito Juárez,19.38672,-99.15554,Entire home/apt,899,6,23,2018-07-18,0.18,1,87,0,
642725,Recamara en depa a 5 minutos del metropolitano,3213044,Laura,,Cuauhtémoc,19.40809,-99.18109,Private room,,2,0,,,1,0,0,
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,9140,5,101,2024-02-21,0.72,1,325,3,
1999474,Big sunny flat Plaza Rio de Janeiro,10300365,Claire,,Cuauhtémoc,19.42064,-99.16134,Entire home/apt,1832,4,56,2022-07-30,0.44,1,309,0,
2003918,Huge apartment with spacious private rooftop!,53494763,Mónica Fabiola,,Miguel Hidalgo,19.39877375952444,-99.17890175126874,Entire home/apt,1500,1,4,2024-05-26,1.21,3,321,4,
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44333,-99.18497,Private room,623,5,1,2013-12-21,0.01,1,88,0,
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41417,-99.11566,Entire home/apt,1080,2,121,2024-06-17,0.84,2,334,28,
2030859,MASTER ROOM IN THE GREAT HOUSE,790208,Francisco Carlos,,Miguel Hidalgo,19.40692,-99.18831,Private room,837,2,50,2017-08-14,0.39,7,217,0,
2033931,INTIMATE & COMPLETE STUDIO IN ANZURES,7838265,Ernesto,,Miguel Hidalgo,19.42887,-99.17651,Entire home/apt,803,3,49,2024-05-11,0.49,10,122,17,
691019,Modern Complex @Historic District,3531879,Gonzalo,,Cuauhtémoc,19.433843596587433,-99.14464358214542,Entire home/apt,1503,21,267,2024-04-17,1.87,3,365,4,
2056514,Acogedor departamento en Coyoacán,10531228,Maria,,Coyoacán,19.35711,-99.16049,Entire home/apt,861,30,46,2024-01-20,0.42,3,365,1,
696031,"Práctico y Renovado, a 2 cuadras de Polanco",3531879,Gonzalo,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1130,20,149,2024-05-26,1.07,3,303,2,
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1469,60,39,2022-12-21,0.27,3,322,0,
2056622,Cómodo y espacioso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35585,-99.16315,Entire home/apt,1777,2,15,2024-03-02,0.16,3,364,2,
2056638,Amplio y luminoso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35353,-99.16299,Entire home/apt,1447,28,21,2018-06-24,0.16,3,360,0,
704779,"SECURE BEST LOCATION City Center, Tours 104",2872228,Bruce,,Cuauhtémoc,19.43103,-99.14661,Entire home/apt,1106,2,20,2024-04-03,0.15,14,148,2,
2072354,Coyoacan Historic Studio Apartment,16840050,Mónica,,Coyoacán,19.35358,-99.16948,Entire home/apt,830,3,61,2022-11-04,0.48,2,341,0,
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44222,-99.14461,Entire home/apt,2564,1,140,2024-06-02,0.99,5,253,14,
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,,2,25,2024-02-11,0.18,11,318,2,
2075738,Amazing apartment Mexico City!!!,2339771,Rodrigo,,Cuauhtémoc,19.41909,-99.16043,Entire home/apt,2564,3,97,2024-05-30,0.77,1,268,15,
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1282,2,7,2022-12-05,0.05,11,209,0,
2083241,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.4153,-99.16763,Entire home/apt,1440,3,307,2024-05-28,2.59,3,151,30,
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40891,-99.16083,Private room,733,1,5,2016-01-30,0.04,1,363,0,
2084093,5 min from CDMX´s airport,10644799,Benito,,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,421,1,620,2024-06-04,5.19,6,306,24,
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33009,-99.21418,Private room,916,4,4,2023-03-26,0.04,3,201,0,
2094427,Polanco Concept Studio Loft...,3675629,Patricia (Pâté),,Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,1200,3,86,2023-11-14,0.72,5,365,5,
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,500,2,34,2023-12-07,0.27,2,331,7,
2112138,COYOACAN NICE ♥ FLAT !!,16840050,Mónica,,Coyoacán,19.35284,-99.1695,Entire home/apt,950,3,37,2019-12-19,0.29,2,337,0,
796477,Classic but Modern Apartment in Condesa,4195771,Jair,,Cuauhtémoc,19.41824,-99.1756,Private room,550,5,147,2022-11-30,1.27,1,270,0,
2117709,Nice and luminous apartment in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.34219,-99.15952,Entire home/apt,678,3,9,2021-11-03,0.07,2,365,0,
817291,Live Mexico City Like a Small Town,4017148,Alberto & Lu,,Benito Juárez,19.38468,-99.17708,Entire home/apt,971,2,80,2024-02-26,0.57,1,85,6,
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1269,4,55,2023-11-30,0.42,1,137,1,
2118573,Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector Alexis,,Benito Juárez,19.38777,-99.17532,Entire home/apt,2381,2,234,2024-04-27,1.85,4,82,13,
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,30,45,2019-05-06,0.34,6,147,0,
2127400,Stay like a local in Roma Norte,350668,Blair,,Cuauhtémoc,19.4191,-99.15904,Private room,1740,2,160,2024-04-02,1.26,1,255,3,
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,850,180,18,2019-05-11,0.14,6,362,0,
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,971,4,16,2020-03-15,0.12,6,178,0,
2130176,Charming Apt in the best location,1326107,Jacqueline,,Cuauhtémoc,19.41416,-99.1568,Entire home/apt,1022,6,39,2023-04-06,0.31,4,364,0,
2171338,PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,,Cuauhtémoc,19.43339,-99.15467,Entire home/apt,1740,2,401,2024-05-06,3.15,1,354,20,
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34183,-99.15533,Entire home/apt,824,2,27,2023-09-02,0.29,1,363,2,
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,,Cuauhtémoc,19.44262,-99.14566,Private room,403,1,152,2024-06-14,1.09,5,273,25,
2178349,lovely apartment in the heart of CDMX,906106,Francisco Manuel,,Cuauhtémoc,19.429147720336914,-99.15665435791016,Entire home/apt,980,2,28,2024-06-22,0.22,1,341,3,
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41319,-99.1758,Entire home/apt,3480,2,136,2020-03-03,0.97,2,121,0,
2228415,Contemporary House with Jacuzzi in San Angel,2518152,Martha Laura,,Álvaro Obregón,19.34948,-99.19381,Entire home/apt,7000,3,5,2023-11-04,0.05,7,360,1,
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,,2,31,2022-01-01,0.22,11,313,0,
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,,2,55,2024-02-18,0.46,11,326,4,
